PDOid,PDOnam,Administrative_Region,Wine_Region,Designation_Level,min_row_spacing,max_row_spacing,min_plant_spacing,max_plant_spacing,max_area,source,notes
PDO-FR-A0598,L'Etoile,Bourgogne-Franche-Comté,Jura,Communal,NULL,2,NULL,NULL,2,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11589,"- Les vignes présentent une densité minimale à la plantation de 5000 pieds par
hectare, à l’exception des vignes plantées en terrasses.
- Pour les vignes qui ne sont pas plantées en terrasses et pour les terrasses avec au moins 2 rangs de vigne, chaque pied dispose d’une superficie maximale de 2 mètres carrés. Cette superficie est obtenue en multipliant les distances entre les rangs et d’espacement entre les pieds sur un même rang. Ces vignes ne peuvent présenter une distance entre les rangs supérieure à 2 mètres.
- Seules sont autorisées la taille en Guyot simple ou double et la taille courte
(conduite en cordon de Royat) ; Le nombre d’yeux francs est inférieur ou égal à 20 yeux francs par pieds et 120000 yeux francs par hectare ; En taille Guyot simple ou double, le nombre d’yeux francs est de 10 au plus sur le long bois, avec un maximum de 2 coursons de renouvellement à 2 yeux francs.
- Les vins susceptibles de bénéficier de la mention traditionnelle « vin de paille »
sont issus de raisins récoltés manuellement par tries."
PDO-FR-A0192,Macvin du Jura,Bourgogne-Franche-Comté,Jura,Vin de Liqueur,NULL,2,NULL,NULL,2,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11589,"- Les vignes présentent une densité minimale à la plantation de 5000 pieds par
hectare, à l’exception des vignes plantées en terrasses.
- Pour les vignes qui ne sont pas plantées en terrasses et pour les terrasses avec
au moins 2 rangs de vigne, chaque pied dispose d’une superficie maximale de 2
mètres carrés. Cette superficie est obtenue en multipliant les distances entre les
rangs et d’espacement entre les pieds sur un même rang. Ces vignes ne peuvent
présenter une distance entre les rangs supérieure à 2 mètres.
- Seules sont autorisées la taille en Guyot simple ou double et la taille courte
(conduite en cordon de Royat) ; Le nombre d’yeux francs est inférieur ou égal à 20
yeux francs par pieds et 120000 yeux francs par hectare ; En taille Guyot simple
ou double, le nombre d’yeux francs est de 10 au plus sur le long bois, avec un
maximum de 2 coursons de renouvellement à 2 yeux francs.
- Les vins susceptibles de bénéficier de la mention traditionnelle « vin de paille »
sont issus de raisins récoltés manuellement par tries."
PDO-FR-A0672,Banyuls,Occitanie,Languedoc-Roussillon,Vin Doux Naturel,NULL,2.5,NULL,1.7,2.5,https://eur-lex.europa.eu/eli/C/2024/6184/oj,
PDO-FR-A0673,Banyuls Grand Cru,Occitanie,Languedoc-Roussillon,Vin Doux Naturel Cru,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10753,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A1011,Cabardès,Occitanie,Languedoc-Roussillon,Sub-regional,NULL,2.5,NULL,NULL,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/36559,
PDO-FR-A0160,Clairette de Bellegarde,Occitanie,Languedoc-Roussillon,Communal,NULL,2.5,NULL,NULL,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10621,
PDO-FR-A0486,Clairette du Languedoc,Occitanie,Languedoc-Roussillon,Communal,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/19792,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A1049,Collioure,Occitanie,Languedoc-Roussillon,Communal,NULL,2.5,NULL,NULL,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11135,
PDO-FR-A0671,Corbières,Occitanie,Languedoc-Roussillon,Sub-regional,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/19792,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A0670,Corbières-Boutenac,Occitanie,Languedoc-Roussillon,Sub-regional Cru,NULL,2.5,NULL,1.7,2.25,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/5605,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A0919,Côtes du Roussillon,Occitanie,Languedoc-Roussillon,Regional,NULL,2.5,NULL,1.7,2.5,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2023.224.01.0026.01.ENG&toc=OJ%3AC%3A2023%3A224%3ATOC,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A0999,Côtes du Roussillon Villages,Occitanie,Languedoc-Roussillon,Sub-regional,NULL,2.5,NULL,1.7,2.5,https://eur-lex.europa.eu/eli/C/2026/2084/oj,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A1003,Crémant de Limoux,Occitanie,Languedoc-Roussillon,Crémant,NULL,2.5,NULL,NULL,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/49074,
PDO-FR-A0996,Faugères,Occitanie,Languedoc-Roussillon,Sub-regional,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11123,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A0195,Fitou,Occitanie,Languedoc-Roussillon,Sub-regional,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10401,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A0721,Grand Roussillon,Occitanie,Languedoc-Roussillon,VDN Regional,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10474,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-02113,La Clape,Occitanie,Languedoc-Roussillon,Sub-regional Cru,NULL,2.5,NULL,NULL,2.25,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32017D0809%2801%29,
PDO-FR-A0922,Languedoc,Occitanie,Languedoc-Roussillon,Regional,NULL,2.5,NULL,NULL,2.5,https://eur-lex.europa.eu/eli/C/2025/1261/oj,
PDO-FR-A0921,Limoux,Occitanie,Languedoc-Roussillon,Sub-regional,NULL,2.5,NULL,NULL,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10625,
PDO-FR-A0196,Malepère,Occitanie,Languedoc-Roussillon,Sub-regional,NULL,2.5,0.9,NULL,2.5,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2022.458.01.0022.01.ENG&toc=OJ%3AC%3A2022%3A458%3ATOC,
PDO-FR-A0719,Maury,Occitanie,Languedoc-Roussillon,VDN Sub-regional,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10620,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A0330,Minervois,Occitanie,Languedoc-Roussillon,Sub-regional,NULL,2.5,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2021.087.01.0035.01.ENG&toc=OJ%3AC%3A2021%3A087%3ATOC,
PDO-FR-A0667,Minervois-la-Livinière,Occitanie,Languedoc-Roussillon,Sub-regional Cru,NULL,2.5,NULL,NULL,2.5,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:C_202301470,
PDO-FR-A0675,Muscat de Frontignan/Frontignan/Vin de Frontignan,Occitanie,Languedoc-Roussillon,VDN Communal,NULL,2.5,NULL,NULL,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11572,
PDO-FR-A0717,Muscat de Lunel,Occitanie,Languedoc-Roussillon,VDN Communal,NULL,2.5,NULL,NULL,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11572,
PDO-FR-A0715,Muscat de Mireval,Occitanie,Languedoc-Roussillon,VDN Communal,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10553,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A1102,Muscat de Rivesaltes,Occitanie,Languedoc-Roussillon,VDN Regional,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10623,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A0666,Muscat de Saint-Jean-de-Minervois,Occitanie,Languedoc-Roussillon,VDN Communal,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10633,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-N1672,Picpoul de Pinet,Occitanie,Languedoc-Roussillon,Communal,NULL,2.25,NULL,NULL,2.25,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AJOC_2017_253_R_0005,
PDO-FR-A0623,Rivesaltes,Occitanie,Languedoc-Roussillon,VDN Regional,NULL,2.5,NULL,1.7,2.5,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:C_202300152,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-A0203,Saint-Chinian,Occitanie,Languedoc-Roussillon,Sub-regional,NULL,2.5,NULL,1.7,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10552,"Pour les vignes plantées au carré ou en quinconce, chaque pied dispose d’une superficie maximale de 3 mètres carrés. Cette superficie est obtenue en multipliant les distances d’inter-rang et d’espacement entre les pieds sur un même rang. L’écartement entre les rangs et l’écartement entre les pieds sur un même rang est FICHE TECHNIQUE 3 /13 Numéro de dossier: PDO-FR-A0673 inférieur ou égal à 1,70 mètre"
PDO-FR-02084,Terrasses du Larzac,Occitanie,Languedoc-Roussillon,Sub-regional Cru,NULL,2.25,NULL,NULL,2.25,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=uriserv:OJ.C_.2016.386.01.0009.01.ENG,
PDO-FR-A0820,Anjou,Pays de la Loire,Loire Valley,Sub-regional,NULL,2.5,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10559,"Les parcelles de vignes présentant une densité à la plantation inférieure à 4000 pieds à l’hectare mais supérieure ou égale à 3300 pieds à l’hectare bénéficient, pour leur récolte, du droit à l’appellation d’origine contrôlée sous réserve du respect des dispositions relatives aux règles de palissage et de hauteur de
feuillage fixées dans le présent cahier des charges. Ces parcelles de vigne ne
peuvent présenter un écartement entre les rangs supérieur à 3 mètres et un
écartement entre les pieds sur un même rang inférieur à 1 mètre."
PDO-FR-A0493,Anjou Villages,Pays de la Loire,Loire Valley,Sub-regional,NULL,2.5,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11129,"Les parcelles de vignes présentant une densité à la plantation inférieure à 4000 pieds à l’hectare mais supérieure ou égale à 3300 pieds à l’hectare bénéficient, pour leur récolte, du droit à l’appellation d’origine contrôlée sous réserve du respect des dispositions relatives aux règles de palissage et de hauteur de
feuillage fixées dans le présent cahier des charges. Ces parcelles de vigne ne
peuvent présenter un écartement entre les rangs supérieur à 3 mètres et un
écartement entre les pieds sur un même rang inférieur à 1 mètre."
PDO-FR-A0259,Anjou Villages Brissac,Pays de la Loire,Loire Valley,Communal,NULL,2.5,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11128,"Les parcelles de vignes présentant une densité à la plantation inférieure à 4000 pieds à l’hectare mais supérieure ou égale à 3300 pieds à l’hectare bénéficient, pour leur récolte, du droit à l’appellation d’origine contrôlée sous réserve du respect des dispositions relatives aux règles de palissage et de hauteur de
feuillage fixées dans le présent cahier des charges. Ces parcelles de vigne ne
peuvent présenter un écartement entre les rangs supérieur à 3 mètres et un
écartement entre les pieds sur un même rang inférieur à 1 mètre."
PDO-FR-A0405,Anjou-Coteaux de la Loire,Pays de la Loire,Loire Valley,Sub-regional,NULL,2.5,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/24422,"Les parcelles de vignes présentant une densité à la plantation inférieure à 4000 pieds/ha mais supérieure ou égale à 3300 pieds/ha bénéficient, pour leur récolte, du droit à l'AOC sous réserve du respect des dispositions relatives aux règles de palissage et de hauteur de feuillage fixées dans le cahier des charges. Ces parcelles de vigne ne peuvent présenter un écartement entre les rangs supérieur à 3 m et un écartement entre les pieds sur un même rang inférieur à1 m."
PDO-FR-A0926,Bonnezeaux,Pays de la Loire,Loire Valley,Communal,NULL,2.5,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/24558,"Les vignes présentent une densité minimale à la plantation de 4000 pieds /ha. Ces vignes ne peuvent présenter un écartement entre les rangs supérieur à 2,50 m et un écartement entre les pieds sur un
même rang inférieur à 1m. Les parcelles de vignes présentant une densité à la plantation inférieure à 4000 pieds /ha mais supérieure ou égale à 3300 pieds /ha bénéficient, pour leur récolte, du droit à l’AOC
sous réserve du respect des dispositions relatives aux règles de palissage et de hauteur de feuillage fixées dans le cahier des charges. Ces parcelles de vigne ne peuvent présenter un écartement entre les rangs supérieur à 3 m et un écartement entre les pieds sur un même rang inférieur à 1 m.

"
PDO-FR-A0729,Bourgueil,Centre-Val de Loire,Loire Valley,Communal,NULL,2.1,0.8,1.1,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10629,
PDO-FR-A1005,Cabernet d’Anjou,Pays de la Loire,Loire Valley,Sub-regional Rosé,NULL,2.1,0.8,1.1,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10629,
PDO-FR-A0257,Cabernet de Saumur,Pays de la Loire,Loire Valley,Sub-regional Rosé,NULL,2.5,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/21783,
PDO-FR-A0154,Châteaumeillant,Centre-Val de Loire,Loire Valley,Communal,NULL,1.5,1,1.2,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/19771,
PDO-FR-A0164,Cheverny,Centre-Val de Loire,Loire Valley,Communal,NULL,2.1,0.9,1.2,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10631,
PDO-FR-A0395,Chinon,Centre-Val de Loire,Loire Valley,Communal,NULL,2.5,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11137,
PDO-FR-A0201,Côte Roannaise,Auvergne-Rhône-Alpes,Loire Valley,Sub-regional,NULL,2.25,0.8,NULL,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11340,
PDO-FR-A0928,Coteaux d’Ancenis,Pays de la Loire,Loire Valley,Communal,NULL,1.6,0.9,1.1,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10802,
PDO-FR-A0149,Coteaux de l'aubance,Pays de la Loire,Loire Valley,Sub-regional Sweet,NULL,1.6,0.9,1.1,,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10802,
PDO-FR-A0179,Coteaux de Saumur,Pays de la Loire,Loire Valley,Sub-regional Sparkling,NULL,2.5,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10473,
PDO-FR-A0394,Coteaux du Giennois,Centre-Val de Loire,Loire Valley,Sub-regional,NULL,1.4,0.8,1.25,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10708,
PDO-FR-A0826,Coteaux du Layon,Pays de la Loire,Loire Valley,Sub-regional Sweet,NULL,2.5,0.8,0.9,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2023.230.01.0209.01.ENG&toc=OJ%3AC%3A2023%3A230%3ATOC,
PDO-FR-A0299,Coteaux du Loir,Centre-Val de Loire,Loire Valley,Sub-regional,NULL,2,NULL,1,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2022.246.01.0012.01.ENG&toc=OJ%3AC%3A2022%3A246%3ATOC,
PDO-FR-A0166,Coteaux du Vendômois,Centre-Val de Loire,Loire Valley,Sub-regional,NULL,2.1,0.9,1.1,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10411,
PDO-FR-A0925,Côtes d’Auvergne,Auvergne-Rhône-Alpes,Loire Valley,Sub-regional,NULL,2.5,0.9,1.4,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2020.379.01.0029.01.ENG&toc=OJ%3AC%3A2020%3A379%3ATOC,
PDO-FR-A0172,Côtes du Forez,Auvergne-Rhône-Alpes,Loire Valley,Sub-regional,NULL,2.5,0.8,NULL,2.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10795,
PDO-FR-A0304,Cour-Cheverny,Centre-Val de Loire,Loire Valley,Communal,NULL,2.1,0.9,1.2,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.C_.2019.414.01.0033.01.ENG&toc=OJ:C:2019:414:TOC,
PDO-FR-A0391,Crémant de Loire,Pays de la Loire/Centre-Val de Loire,Loire Valley,Crémant,NULL,1,2.5,NULL,,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11131,"Les vignes présentent une densité minimale à la plantation de 4000 pieds à
l’hectare. Ces vignes ne peuvent présenter un écartement entre les rangs
supérieur à 2,50 mètres et un écartement entre les pieds sur un même rang
inférieur à 1 mètre."
PDO-FR-A0733,Fiefs Vendéens,Pays de la Loire,Loire Valley,Regional,NULL,1.8,0.9,1.3,,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10781,"Les vignes présentent une densité minimale à la plantation de 5000 pieds par hectare. L’écartement entre les rangs est inférieur ou égal à 1,80 mètre et l’écartement entre les pieds sur un même rang est compris entre 0,90 mètre et 1,30 mètre. Les vignes sont taillées avec un maximum de 10 yeux francs par pied : - soit en taille Guyot simple ou double, - soit en taille courte à courson avec un maximum de 5 coursons par pied. La taille est achevée avant le 31 mai de l’année de la récolte."
PDO-FR-A0275,Gros Plant du Pays Nantais,Pays de la Loire,Loire Valley,Regional,NULL,2.2,0.9,1.1,NULL,https://eur-lex.europa.eu/eli/C/2026/1980/oj,"Les vignes présentent une densité minimale à la plantation de 6500 pieds par
hectare.
L’écartement entre les rangs est inférieur ou égal à 1,50 mètre et l’écartement
entre les pieds, sur un même rang, est supérieur ou égal à 1 mètre.
Les vignes sont taillées avec un maximum de 14 yeux francs par pied :
- soit en taille courte (cordon de Royat, gobelet, éventail) ;
- soit en taille Guyot simple.
La taille est achevée avant débourrement ou stade 5 de l’échelle d’Eichhorn et
Lorentz.
Au stade nouaison, le nombre de rameaux fructifères de l’année par pied est
inférieur ou égal à 12."
PDO-FR-A0726,Haut-Poitou,Nouvelle-Aquitaine,Loire Valley,Regional,NULL,2.2,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11132,
PDO-FR-A0393,Jasnières,Pays de la Loire,Loire Valley,Communal,NULL,1.8,NULL,1,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11584,
PDO-FR-A0300,Menetou-Salon,Centre-Val de Loire,Loire Valley,Communal,NULL,1.4,0.8,1.25,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/19852,
PDO-FR-A0169,Montlouis-Sur-Loire,Centre-Val de Loire,Loire Valley,Communal,NULL,1.6,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10716,
PDO-FR-A0497,Muscadet,Pays de la Loire,Loire Valley,Regional,NULL,1.5,0.9,1.1,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10745,
PDO-FR-A0495,Muscadet Coteaux de la Loire,Pays de la Loire,Loire Valley,Sub-regional,NULL,1.5,0.9,1.1,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11616,
PDO-FR-A0496,Muscadet Côtes de Grandlieu,Pays de la Loire,Loire Valley,Sub-regional,NULL,2.2,0.9,1.1,NULL,https://eur-lex.europa.eu/eli/C/2026/2139/oj,
PDO-FR-A0494,Muscadet Sèvre et Maine,Pays de la Loire,Loire Valley,Sub-regional,NULL,2.2,0.9,1.1,NULL,https://eur-lex.europa.eu/eli/C/2026/1949/oj,
PDO-FR-A0303,Orléans,Centre-Val de Loire,Loire Valley,Communal,NULL,2,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10714,
PDO-FR-A0400,Orléans-Cléry,Centre-Val de Loire,Loire Valley,Communal,NULL,2,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11138,
PDO-FR-A0824,Pouilly-Fumé/Blanc Fumé de Pouilly,Centre-Val de Loire,Loire Valley,Communal,NULL,1.3,0.8,1.2,NULL,https://eur-lex.europa.eu/eli/C/2025/213/oj,
PDO-FR-A0825,Pouilly-Sur-Loire,Centre-Val de Loire,Loire Valley,Communal,NULL,1.3,0.8,1.2,NULL,https://eur-lex.europa.eu/eli/C/2025/212/oj,
PDO-FR-A0829,Quarts de Chaume,Pays de la Loire,Loire Valley,Communal Grand Cru,NULL,2,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10566,
PDO-FR-A0498,Quincy,Centre-Val de Loire,Loire Valley,Communal,NULL,1.45,0.8,1.25,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10630,
PDO-FR-A0727,Reuilly,Centre-Val de Loire,Loire Valley,Communal,NULL,1.45,0.8,1.2,NULL,11136,
PDO-FR-A1007,Rosé d’Anjou,Pays de la Loire,Loire Valley,Sub-regional Rosé,NULL,2.5,1,NULL,NULL,EUR-Lex - 52020XC0305(03) - EN - EUR-Lex,"The minimum vine planting density is 4 000 plants per hectare. The spacing between the vine rows must not exceed 2,5 metres, and the spacing between plants in the same row must be at least 1 metre. In the case of vineyard parcels where the planting density is at least 3 300 but less than 4 000 plants per hectare, the harvests are eligible for the controlled designation of origin provided that they comply with the rules on trellising and foliage height laid down in this specification. On such parcels, the spacing between the vine rows must not exceed 3 metres, and the spacing between plants in the same row must be at least 1 metre."
PDO-FR-A0150,Rosé de Loire,Pays de la Loire/Centre-Val de Loire,Loire Valley,Regional Rosé,NULL,2.5,1,NULL,NULL,EUR-Lex - 52020XC0211(05) - EN - EUR-Lex,"The minimum vine planting density is 4 000 plants per hectare. The spacing between the rows of these vines must not exceed 2,5 metres, and the spacing between plants in the same row must be at least 1 metre. Vineyard parcels with a planting density of less than 4 000 plants per hectare but greater than or equal to 3 300 plants per hectare, have the right, for harvesting, to the controlled designation of origin, subject to compliance with the rules on trellising and foliage height laid down in the specification. The spacing between the rows of these vines must not exceed 3 metres, and the spacing between plants in the same row must be at least 1 metre."
PDO-FR-A0585,Saint-Nicolas-de-Bourgueil,Centre-Val de Loire,Loire Valley,Communal,NULL,2.1,1,NULL,NULL,33912,
