IDU,row_spacing,plant_spacing,rmse,points_expected,points_found,area_missing_pct
841000000A0252,1.7,0.9,0.957,169.0,152.0,10.06
841000000A0289,2.2,1.0,1.092,5967.0,4548.0,23.78
841000000A0296,2.3,1.0,1.227,167.0,98.0,41.32
841000000A0318,2.2,0.9,1.248,648.0,319.0,50.77
841000000A0322,2.1,0.9,1.084,1458.0,1096.0,24.83
841000000A0416,2.5,1.1,1.426,1231.0,197.0,84.0
841000000A0437,2.5,1.0,1.069,716.0,503.0,29.75
841000000A0530,2.5,0.9,1.079,407.0,300.0,26.29
841000000B0002,2.4,1.0,1.16,1142.0,720.0,36.95
841000000B0108,2.4,1.1,1.215,767.0,381.0,50.33
841000000C0075,2.3,0.9,1.118,313.0,210.0,32.91
841000000C0166,1.5,0.9,1.173,1388.0,884.0,36.31
841000000C0301,2.0,0.9,1.038,4931.0,3953.0,19.83
841000000C0428,2.4,1.1,1.151,186.0,122.0,34.41
841000000C0431,2.4,0.9,0.986,411.0,363.0,11.68
841000000C0440,2.3,0.9,1.077,2293.0,1716.0,25.16
841000000C0493,2.3,1.0,1.054,5995.0,4719.0,21.28
841000000C0498,2.4,1.0,1.182,452.0,260.0,42.48
841000000C0514,1.6,0.9,1.085,2326.0,1762.0,24.25
841010000A0194,2.0,1.2,1.485,425.0,19.0,95.53
84102000AB0149,2.2,1.0,1.443,6253.0,829.0,86.74
84102000AB0155,,,,,,
84102000AC0027,1.5,0.9,1.475,1413.0,88.0,93.77
84102000AC0218,2.4,1.5,1.425,1954.0,376.0,80.76
84102000AC0320,2.5,1.4,1.372,430.0,102.0,76.28
84102000AE0099,2.2,1.5,1.433,7215.0,1173.0,83.74
84102000AE0243,,,,,,
84102000AH0160,1.5,1.2,1.299,19309.0,8614.0,55.39
84102000AH0274,2.5,0.8,1.039,1372.0,1069.0,22.08
84102000AH0280,2.4,0.8,1.329,397.0,141.0,64.48
84102000AK0008,1.3,0.8,1.165,6925.0,4466.0,35.51
84102000AK0243,2.5,0.8,1.167,1448.0,896.0,38.12
84102000AL0180,2.5,0.8,1.244,3105.0,1676.0,46.02
84102000AM0201,2.5,0.8,0.998,1207.0,993.0,17.73
84102000AM0233,2.2,0.9,1.302,4987.0,2096.0,57.97
84102000AO0156,2.5,1.0,1.205,1198.0,606.0,49.42
84102000AP0039,2.5,0.8,1.353,2510.0,750.0,70.12
84102000AP0144,1.9,1.0,1.285,1198.0,541.0,54.84
84102000AR0047,2.5,1.2,1.381,501.0,130.0,74.05
84102000AS0066,2.5,0.9,1.198,2893.0,1665.0,42.45
84102000AV0134,2.4,0.8,1.383,1109.0,276.0,75.11
84102000AV0149,2.5,1.0,1.388,20136.0,4985.0,75.24
84102000AX0058,1.4,0.8,1.325,9273.0,3523.0,62.01
84102000AX0175,2.2,1.0,1.317,1873.0,751.0,59.9
84102000AY0046,2.1,0.8,1.324,9930.0,3857.0,61.16
84102000AY0185,1.3,1.3,1.461,3362.0,305.0,90.93
84102000BC0046,2.4,1.0,1.368,2146.0,642.0,70.08
84102000BD0210,2.4,1.0,1.268,823.0,385.0,53.22
84102000BK0184,2.0,1.1,1.455,1343.0,135.0,89.95
84102000BK0189,1.6,1.3,1.402,4145.0,950.0,77.08
84102000BV0007,2.4,1.5,1.289,1362.0,594.0,56.39
84102000CA0053,2.0,0.8,1.105,4987.0,3626.0,27.29
84102000CB0065,1.7,1.2,1.373,7022.0,2062.0,70.64
84102000CB0100,2.4,0.8,1.017,931.0,672.0,27.82
84103000AB0022,2.5,0.8,1.306,4799.0,2078.0,56.7
84103000AC0026,2.4,0.8,1.34,1489.0,539.0,63.8
84103000AH0157,2.4,0.8,1.242,974.0,478.0,50.92
84103000AH0248,2.4,0.8,1.198,1990.0,1166.0,41.41
84103000AH0251,2.5,0.8,0.949,579.0,448.0,22.63
84103000AH0440,2.2,0.8,1.15,2709.0,1713.0,36.77
84103000AI0038,2.5,0.8,1.239,4851.0,2219.0,54.26
84103000AI0245,2.5,0.8,1.421,7766.0,1314.0,83.08
84104000AB0025,2.4,1.0,1.052,2047.0,1637.0,20.03
84104000AB0029,2.3,0.8,1.069,1702.0,1333.0,21.68
84104000AB0034,2.5,0.8,1.073,904.0,669.0,26.0
84104000AB0065,2.3,0.9,1.021,243.0,202.0,16.87
84104000AB0123,2.5,1.0,1.39,62.0,12.0,80.65
84104000AC0003,2.2,1.1,1.495,4352.0,52.0,98.81
84104000AC0015,2.2,0.8,1.022,1609.0,1305.0,18.89
84104000AC0024,2.1,0.9,0.943,2197.0,1673.0,23.85
84104000AC0038,1.7,0.8,1.042,1425.0,1139.0,20.07
84104000AC0039,2.2,0.8,0.756,4053.0,3769.0,7.01
84104000AC0057,2.5,1.1,1.119,1160.0,758.0,34.66
84104000AC0119,2.3,0.8,1.057,1047.0,724.0,30.85
84104000AD0035,2.4,1.2,1.261,719.0,309.0,57.02
84104000AD0151,1.1,0.8,1.041,1373.0,1050.0,23.53
84104000AD0244,2.2,0.9,1.117,886.0,621.0,29.91
84104000AE0008,2.4,1.1,1.361,2087.0,652.0,68.76
84104000AE0019,1.7,1.0,1.169,369.0,242.0,34.42
84104000AE0069,2.2,1.1,1.092,618.0,448.0,27.51
84104000AE0073,2.0,1.2,1.083,1068.0,715.0,33.05
84104000AE0086,2.3,1.2,1.248,147.0,64.0,56.46
84104000AE0090,2.2,1.0,1.166,1350.0,827.0,38.74
84104000AE0219,2.1,0.8,0.923,928.0,777.0,16.27
84104000AH0084,2.1,1.2,1.309,1210.0,503.0,58.43
84104000AH0171,2.1,0.9,0.997,3084.0,2298.0,25.49
84104000AH0179,2.4,0.8,0.897,899.0,734.0,18.35
84104000AH0181,2.0,0.9,1.063,1450.0,1151.0,20.62
84104000AH0228,2.2,1.2,1.251,168.0,90.0,46.43
84104000AH0245,2.0,1.0,1.174,1524.0,939.0,38.39
84104000AH0267,2.4,1.2,1.296,346.0,157.0,54.62
84104000AH0332,2.5,0.8,1.208,448.0,220.0,50.89
84104000AH0393,2.3,0.8,0.935,3392.0,3043.0,10.29
84104000AH0409,2.3,0.8,0.929,2531.0,2122.0,16.16
84104000AI0015,2.3,1.0,0.953,167.0,148.0,11.38
84104000AI0027,2.0,0.9,1.055,1172.0,807.0,31.14
84104000AI0049,2.5,0.8,1.156,835.0,526.0,37.01
84104000AI0100,2.2,0.8,1.025,1134.0,839.0,26.01
84104000AI0126,2.1,0.8,0.987,656.0,473.0,27.9
84104000AI0156,2.0,0.8,1.078,3590.0,2675.0,25.49
84104000AI0197,2.3,0.8,1.06,3303.0,2531.0,23.37
84104000AI0329,1.8,0.8,1.113,1723.0,1250.0,27.45
84104000AI0336,2.5,0.9,1.038,3150.0,2309.0,26.7
84104000AI0373,2.1,0.8,1.099,5101.0,3749.0,26.5
84104000AK0091,1.8,0.8,1.448,2162.0,233.0,89.22
84104000AL0117,2.1,1.0,1.145,2937.0,1878.0,36.06
84104000AL0123,1.8,0.8,1.09,2073.0,1508.0,27.26
84104000AL0128,2.1,1.2,1.242,678.0,312.0,53.98
84104000AL0146,2.1,0.8,1.072,1845.0,1394.0,24.44
84104000AL0180,2.3,0.8,1.073,2648.0,2004.0,24.32
84104000AL0181,1.9,0.8,1.222,236.0,132.0,44.07
84104000AL0214,1.8,1.0,1.147,1085.0,722.0,33.46
84104000AL0379,2.5,0.9,1.12,17146.0,12039.0,29.79
84104000AL0481,2.4,0.9,1.05,181.0,142.0,21.55
84104000AN0022,2.2,0.9,1.084,1005.0,711.0,29.25
84104000AN0101,2.1,1.0,1.122,496.0,332.0,33.06
84104000AN0474,2.4,0.8,1.367,3139.0,835.0,73.4
84104000AO0136,2.3,0.8,0.937,1767.0,1535.0,13.13
84104000AO0166,2.3,0.8,0.931,90.0,70.0,22.22
84104000AO0203,1.6,1.0,1.067,916.0,695.0,24.13
84104000AO0271,2.5,0.8,1.115,3461.0,2432.0,29.73
84104000AO0336,2.2,1.2,1.238,1598.0,795.0,50.25
84104000AO0356,2.1,1.2,1.307,1404.0,528.0,62.39
84104000AO0379,2.1,0.8,0.989,1853.0,1396.0,24.66
84104000AO0428,2.0,0.9,1.02,1354.0,1089.0,19.57
84104000AO0655,2.2,0.8,0.84,492.0,421.0,14.43
84104000AO0662,,,,,,
841050000C0033,2.3,0.8,1.353,711.0,225.0,68.35
841050000D0111,2.5,0.8,1.188,4306.0,2794.0,35.11
84105000AK0148,2.4,0.8,1.253,1729.0,789.0,54.37
841060000A0272,1.1,0.8,1.041,5818.0,4537.0,22.02
841060000A0295,2.3,1.2,1.279,901.0,362.0,59.82
841060000A0308,2.5,0.8,1.11,704.0,471.0,33.1
841060000A0345,2.1,0.9,0.817,3993.0,3518.0,11.9
841060000A0569,2.2,0.8,1.087,3965.0,2689.0,32.18
841060000A0609,2.5,0.8,1.044,1198.0,922.0,23.04
841060000A0871,2.1,0.9,1.016,298.0,233.0,21.81
841060000A0967,2.2,0.8,0.99,3706.0,2960.0,20.13
841060000B0004,2.2,0.9,1.075,6689.0,4820.0,27.94
841060000B0019,2.2,1.2,1.245,958.0,504.0,47.39
841060000B0071,2.1,0.8,1.035,1119.0,876.0,21.72
841060000B0082,2.1,1.0,0.987,2032.0,1711.0,15.8
841060000B0137,2.0,1.0,1.178,2990.0,1792.0,40.07
841060000B0171,2.4,1.2,1.386,1518.0,410.0,72.99
841060000B0175,2.3,0.8,0.97,1691.0,1340.0,20.76
841060000B0204,2.1,0.8,0.714,3000.0,2779.0,7.37
841060000B0206,2.2,1.2,1.145,1190.0,727.0,38.91
841060000B0207,2.1,0.9,1.005,1021.0,718.0,29.68
841060000B0211,2.4,1.1,1.454,2413.0,248.0,89.72
841060000B0214,2.0,1.2,1.423,589.0,101.0,82.85
841060000B0369,2.2,0.8,1.323,1166.0,439.0,62.35
841060000B0519,2.2,1.2,1.089,893.0,621.0,30.46
841060000B1080,1.2,0.9,0.98,5805.0,4784.0,17.59
841060000B1125,1.9,0.8,1.038,16028.0,13261.0,17.26
841060000B1256,2.3,0.8,1.049,6061.0,4090.0,32.52
841060000B1391,1.5,0.8,1.112,8041.0,5988.0,25.53
841060000B1538,2.1,0.8,0.928,990.0,854.0,13.74
841060000C0375,2.4,1.0,0.987,271.0,230.0,15.13
841060000C0490,1.9,0.9,1.149,750.0,446.0,40.53
841060000C0544,2.2,0.8,0.793,2869.0,2543.0,11.36
841060000C0546,2.5,0.8,0.788,644.0,625.0,2.95
841060000C0603,2.1,0.8,0.887,843.0,745.0,11.63
841060000C0617,2.4,1.2,1.168,381.0,241.0,36.75
841060000C0646,2.3,0.8,0.752,932.0,875.0,6.12
841060000C0653,2.4,1.2,1.289,996.0,447.0,55.12
841060000C0655,2.2,1.2,1.276,1148.0,474.0,58.71
841060000C0684,2.4,0.9,1.278,589.0,264.0,55.18
841060000C0890,2.1,1.2,1.101,2065.0,1437.0,30.41
841060000C0956,2.5,1.2,1.384,1982.0,553.0,72.1
841060000C1170,2.5,0.8,1.207,11660.0,6945.0,40.44
841060000C1181,2.0,1.1,0.92,2422.0,1974.0,18.5
841060000C1338,2.3,1.2,1.131,774.0,549.0,29.07
841060000C1510,2.0,1.2,0.949,53.0,44.0,16.98
841060000E0039,2.2,1.0,1.06,1351.0,1043.0,22.8
841060000E0085,2.2,1.0,0.983,601.0,504.0,16.14
841060000E0161,2.1,0.9,1.087,1059.0,695.0,34.37
841060000E0198,2.2,0.8,0.987,2412.0,2017.0,16.38
841060000E0236,2.5,1.2,1.22,877.0,525.0,40.14
841060000E0240,1.9,0.8,0.913,291.0,247.0,15.12
841060000E0257,1.8,1.2,1.278,192.0,97.0,49.48
841060000E0304,2.0,0.9,0.879,716.0,613.0,14.39
841060000E1143,2.5,0.8,1.124,1904.0,1276.0,32.98
841060000E1146,2.3,0.8,0.991,1546.0,1351.0,12.61
841060000E1249,1.4,0.8,0.872,4.0,4.0,0.0
84106000AA0033,2.1,0.8,1.015,1514.0,1249.0,17.5
84106000AB0017,2.0,1.2,0.963,932.0,732.0,21.46
84106000AB0022,2.2,0.8,0.95,2336.0,1841.0,21.19
84106000AB0024,2.5,1.2,1.495,1554.0,16.0,98.97
84106000AB0053,2.2,0.8,1.147,1872.0,1116.0,40.38
84106000AB0089,2.0,0.9,1.026,2373.0,1723.0,27.39
84106000AC0028,2.3,1.0,1.087,5154.0,3932.0,23.71
84106000AC0100,2.3,1.2,1.163,1021.0,669.0,34.48
84106000AC0118,1.9,1.2,1.049,887.0,704.0,20.63
84106000AD0034,2.5,1.2,1.238,735.0,402.0,45.31
84106000AD0041,2.5,0.8,1.222,1044.0,603.0,42.24
84106000AD0063,2.0,0.8,0.95,2944.0,2435.0,17.29
84106000AD0070,2.0,0.8,0.98,3363.0,2782.0,17.28
84106000AK0130,2.5,0.8,0.996,1429.0,1200.0,16.03
84106000AK0216,2.5,1.2,1.455,1245.0,140.0,88.76
84106000AN0098,2.2,0.8,1.31,2910.0,1123.0,61.41
84106000AO0006,2.4,0.9,1.052,825.0,633.0,23.27
84106000AR0035,2.5,1.2,1.128,1481.0,1025.0,30.79
84106000AX0011,2.2,1.0,1.172,99423.0,64845.0,34.78
84106000ZA0044,2.3,1.2,1.251,5092.0,2621.0,48.53
84106000ZA0068,2.0,1.2,1.21,4653.0,2568.0,44.81
84106000ZA0077,2.1,0.8,1.014,5933.0,4926.0,16.97
84106000ZA0134,2.4,0.8,1.047,15546.0,12381.0,20.36
84106000ZB0077,2.3,1.1,1.186,17206.0,10044.0,41.63
84106000ZB0157,2.2,0.9,1.02,14464.0,12047.0,16.71
84106000ZC0005,2.2,1.2,1.387,775.0,191.0,75.35
84106000ZC0076,2.3,1.2,0.986,194.0,158.0,18.56
841090000A0112,2.3,0.8,1.124,3995.0,2646.0,33.77
841090000A0355,2.5,1.0,1.194,3046.0,1812.0,40.51
841090000A0561,2.2,0.8,0.957,1288.0,1056.0,18.01
841090000A0568,2.1,1.1,1.131,1111.0,712.0,35.91
841090000A0569,2.2,0.9,1.213,1826.0,907.0,50.33
841090000A0636,2.5,0.8,0.943,487.0,420.0,13.76
841090000A0885,2.5,0.9,1.124,2776.0,1738.0,37.39
841090000B0057,2.2,0.8,1.15,922.0,565.0,38.72
841090000B0103,2.1,1.4,1.204,907.0,560.0,38.26
841090000B0104,2.4,1.5,1.266,2568.0,1267.0,50.66
841090000B0137,2.4,0.9,1.195,578.0,355.0,38.58
841090000B0160,2.3,1.1,1.071,456.0,317.0,30.48
841090000B0179,2.5,1.3,1.254,449.0,208.0,53.67
841090000B0213,2.3,1.1,1.22,506.0,253.0,50.0
841090000B0277,2.2,1.5,1.403,2325.0,491.0,78.88
841090000B0279,2.3,1.5,1.309,775.0,311.0,59.87
841090000B0297,2.5,1.5,1.226,614.0,349.0,43.16
841090000B0312,2.3,1.1,1.003,358.0,274.0,23.46
841090000C0003,2.2,1.4,1.446,557.0,61.0,89.05
841090000C0073,2.0,0.8,1.151,417.0,287.0,31.18
841090000C0212,2.3,1.0,1.156,2714.0,1814.0,33.16
841090000C0321,2.5,1.0,1.1,457.0,346.0,24.29
841090000C0326,1.5,1.5,1.282,133.0,68.0,48.87
841090000C0335,2.0,1.1,1.168,1625.0,970.0,40.31
841090000C0380,2.5,0.9,1.135,1644.0,1123.0,31.69
841090000C0397,2.5,0.8,0.872,518.0,432.0,16.6
841090000C0463,2.3,0.8,1.111,6129.0,4147.0,32.34
841090000C0512,2.5,0.8,1.027,13938.0,11497.0,17.51
841090000C0520,2.3,0.8,0.974,2307.0,1733.0,24.88
841090000C0619,1.4,1.5,1.475,4854.0,301.0,93.8
841090000C0636,2.2,1.3,1.277,3970.0,1926.0,51.49
841110000A0027,2.4,0.8,1.244,1181.0,584.0,50.55
841110000A0467,2.1,1.2,1.324,2172.0,827.0,61.92
841110000B0097,2.2,1.2,1.256,2653.0,1415.0,46.66
841110000B0234,1.4,0.9,1.138,410.0,282.0,31.22
841120000K0172,1.6,0.8,1.193,11717.0,7197.0,38.58
84112000AN0125,1.7,0.8,1.081,3756.0,2639.0,29.74
841130000A0279,2.5,0.8,1.25,3458.0,1540.0,55.47
841130000B0129,2.4,0.8,1.05,2047.0,1451.0,29.12
841130000B0277,2.2,0.8,1.176,2422.0,1586.0,34.52
841130000B0283,2.4,0.8,1.297,611.0,270.0,55.81
841130000B0680,2.5,0.8,1.117,5361.0,3835.0,28.46
841130000C0149,2.4,0.8,1.318,16860.0,6889.0,59.14
841130000C0323,2.5,0.8,1.37,11155.0,2959.0,73.47
841150000A0565,2.4,1.2,1.302,1403.0,614.0,56.24
841150000B0575,2.3,0.8,1.042,6797.0,5332.0,21.55
841150000B0593,2.5,1.0,1.395,1676.0,402.0,76.01
841150000B0605,2.5,0.8,1.112,2575.0,1587.0,38.37
841150000B0746,2.4,0.8,1.061,3176.0,2250.0,29.16
841150000B0921,2.4,1.2,1.148,762.0,497.0,34.78
841150000C0155,2.2,0.8,1.036,15906.0,12855.0,19.18
841150000C0168,2.5,0.8,1.06,889.0,644.0,27.56
841150000C0180,2.4,0.8,1.093,2978.0,2049.0,31.2
841150000C0183,2.2,0.8,1.128,3949.0,2518.0,36.24
841150000C0209,2.4,0.8,1.025,2827.0,2225.0,21.29
841150000C0224,1.4,0.8,0.97,1382.0,1187.0,14.11
841150000C0257,2.3,1.4,1.257,1554.0,718.0,53.8
841150000C0301,2.5,1.5,1.464,1042.0,89.0,91.46
841150000C0356,2.4,0.8,1.261,9027.0,4617.0,48.85
841150000C0599,2.5,1.5,1.207,837.0,467.0,44.21
841150000C0607,2.5,0.8,0.991,439.0,347.0,20.96
841150000C0641,2.0,1.3,1.475,1256.0,75.0,94.03
841160000A0086,2.5,0.8,1.117,8740.0,6225.0,28.78
841160000A0095,2.4,0.8,1.141,4647.0,3100.0,33.29
841160000A0161,2.2,0.8,0.75,614.0,569.0,7.33
841160000A0279,2.4,0.8,1.02,6193.0,5226.0,15.61
841160000A0341,2.5,0.8,1.095,10652.0,7449.0,30.07
841160000A0390,2.4,0.9,1.193,4674.0,2810.0,39.88
841160000A0625,1.8,0.8,1.182,735.0,467.0,36.46
841160000A0681,2.5,0.8,1.123,5635.0,3941.0,30.06
841160000A0696,2.2,0.8,1.163,3597.0,2260.0,37.17
841160000A0716,1.4,1.2,1.188,890.0,570.0,35.96
841160000A0886,2.2,0.9,1.075,60.0,42.0,30.0
841160000A0991,2.3,0.8,1.068,2557.0,1961.0,23.31
841160000A1276,2.5,0.8,1.054,307.0,209.0,31.92
841160000A1309,2.5,1.1,1.088,5577.0,3704.0,33.58
841160000A1398,2.5,0.9,1.107,3372.0,2352.0,30.25
841160000B0013,2.3,0.8,1.238,3383.0,1720.0,49.16
841160000B0035,2.5,0.8,1.213,2219.0,1274.0,42.59
841160000B0099,2.5,0.8,1.12,2209.0,1590.0,28.02
841160000B0166,2.2,1.1,1.119,188.0,125.0,33.51
841160000B0185,2.3,0.8,0.849,2051.0,1807.0,11.9
841160000B0193,2.2,0.8,1.081,1168.0,835.0,28.51
841160000B0219,2.4,1.0,1.118,4729.0,2921.0,38.23
841160000B0253,2.5,0.8,1.079,2205.0,1673.0,24.13
841160000C0323,2.0,1.1,1.335,935.0,338.0,63.85
841160000D0029,1.5,0.8,1.185,4401.0,2507.0,43.04
841160000D0058,2.5,0.8,0.909,65.0,64.0,1.54
841160000D0073,2.5,0.8,1.016,3284.0,2745.0,16.41
841160000D0091,2.1,0.8,1.126,3968.0,2844.0,28.33
841160000D0106,2.4,1.0,1.234,1645.0,883.0,46.32
841160000D0111,2.4,1.1,1.192,778.0,493.0,36.63
841170000A0088,2.3,0.8,1.221,1787.0,861.0,51.82
841170000A0124,2.2,0.9,0.864,622.0,545.0,12.38
841170000A0137,2.1,0.8,0.965,896.0,663.0,26.0
841170000A0161,2.1,0.8,1.101,428.0,317.0,25.93
841170000A0170,2.2,0.8,1.172,1449.0,894.0,38.3
841170000A0208,2.3,1.0,1.405,499.0,90.0,81.96
841170000A0304,1.7,1.1,1.151,2483.0,1646.0,33.71
841170000A0307,2.2,0.8,1.213,1281.0,718.0,43.95
841170000A0316,2.3,0.8,1.026,972.0,693.0,28.7
841170000A0428,2.4,0.8,1.042,2437.0,1697.0,30.37
841170000A0479,2.3,0.8,1.065,556.0,412.0,25.9
841170000A0507,2.5,0.8,1.151,2058.0,1367.0,33.58
841170000A0526,2.3,0.8,1.094,792.0,569.0,28.16
841170000A0536,2.4,1.1,1.085,995.0,780.0,21.61
841170000A0580,1.3,0.9,1.22,1497.0,834.0,44.29
841170000A0587,2.0,0.8,1.093,17742.0,13144.0,25.92
841170000A0750,2.4,1.0,1.046,265.0,181.0,31.7
841170000A0790,2.4,1.1,1.11,4567.0,3451.0,24.44
841170000A0824,2.1,0.8,1.159,887.0,611.0,31.12
841170000A0838,2.2,0.8,1.102,11168.0,8296.0,25.72
841170000B0051,2.5,0.8,1.233,564.0,295.0,47.7
841170000B0133,2.0,1.2,1.347,869.0,318.0,63.41
841170000B0145,1.8,1.2,1.116,252.0,169.0,32.94
841170000B0153,2.5,0.8,0.996,1178.0,1025.0,12.99
841170000B0274,1.6,0.8,1.057,1057.0,825.0,21.95
841170000B0279,1.6,0.8,1.201,172.0,109.0,36.63
841170000B0295,2.3,0.8,1.222,2551.0,1373.0,46.18
841170000B0302,2.5,0.8,1.212,343.0,172.0,49.85
841170000B0358,2.4,0.8,1.11,187.0,120.0,35.83
841170000B0378,1.6,1.0,1.197,544.0,326.0,40.07
841170000B0397,2.1,0.9,1.024,258.0,214.0,17.05
841170000B0427,2.5,1.0,1.097,304.0,230.0,24.34
841170000B0433,2.4,1.1,1.127,456.0,304.0,33.33
841170000B0444,2.5,1.0,0.913,376.0,326.0,13.3
841170000B0448,2.5,0.8,1.036,923.0,754.0,18.31
841170000B0525,1.5,1.1,0.999,313.0,271.0,13.42
841170000B0532,2.3,1.0,1.111,747.0,534.0,28.51
841170000B0587,2.5,0.8,1.206,2650.0,1496.0,43.55
841170000B0701,2.2,0.9,0.983,725.0,567.0,21.79
841170000B0741,2.4,0.9,1.27,1136.0,537.0,52.73
841170000B0790,2.1,1.2,1.179,1683.0,1080.0,35.83
841170000B0866,1.8,0.8,1.238,8023.0,4178.0,47.92
841170000B0886,2.3,0.8,0.958,3191.0,2498.0,21.72
841170000B0921,2.3,0.8,1.2,10631.0,5783.0,45.6
841170000B0926,2.3,0.8,1.012,2632.0,2034.0,22.72
841170000B1088,2.3,0.8,1.255,1149.0,570.0,50.39
841170000C0009,2.3,0.8,1.103,1766.0,1364.0,22.76
841170000C0010,1.6,0.8,1.127,3140.0,2367.0,24.62
841170000C0028,2.5,0.8,1.094,1832.0,1407.0,23.2
841170000C0116,2.0,1.0,1.071,322.0,240.0,25.47
841170000C0126,2.3,0.8,0.704,228.0,218.0,4.39
841170000C0153,2.5,1.2,1.133,790.0,484.0,38.73
841170000C0176,2.5,0.8,1.013,274.0,231.0,15.69
841170000C0234,2.4,0.8,1.082,1920.0,1444.0,24.79
841170000C0251,2.3,0.8,1.2,4076.0,2295.0,43.69
841170000C0346,2.1,0.8,1.126,1450.0,1010.0,30.34
841170000C0366,2.3,0.8,1.117,443.0,326.0,26.41
841170000C0459,2.2,0.8,1.205,1010.0,559.0,44.65
841170000C0652,1.5,0.8,1.105,3179.0,2249.0,29.25
841170000C0684,2.2,0.8,1.078,1002.0,749.0,25.25
841170000C0816,2.3,0.8,1.394,462.0,98.0,78.79
841170000C0923,2.3,0.8,1.13,1013.0,621.0,38.7
841170000C0984,2.0,0.8,1.113,2435.0,1710.0,29.77
841170000C0990,2.5,0.8,1.207,1296.0,700.0,45.99
841170000C1025,1.8,0.8,1.117,3114.0,2262.0,27.36
841170000C1037,2.5,0.8,1.0,1292.0,946.0,26.78
841180000H0591,2.5,0.8,1.401,326.0,70.0,78.53
841180000I0573,1.3,0.8,1.316,4730.0,2008.0,57.55
84118000AC0056,1.4,1.2,1.47,244.0,20.0,91.8
84118000AC0147,2.4,1.5,1.367,1305.0,321.0,75.4
84118000AC0223,2.2,1.4,1.287,359.0,166.0,53.76
84118000AC0289,1.9,1.3,1.492,455.0,10.0,97.8
84118000AE0139,1.3,0.8,1.164,9353.0,6097.0,34.81
84118000AH0202,2.4,0.8,1.293,1177.0,548.0,53.44
84118000AI0307,2.3,0.8,1.13,5116.0,3592.0,29.79
84118000AI0389,2.0,0.8,1.327,2343.0,945.0,59.67
84118000AI0482,2.4,0.8,1.269,5997.0,3015.0,49.72
84118000AI0653,2.4,0.8,1.302,1463.0,638.0,56.39
84118000AK0047,2.2,0.8,1.22,1006.0,584.0,41.95
84118000AO0213,1.3,0.8,1.282,24760.0,11828.0,52.23
84118000AP0038,2.4,0.8,1.36,2787.0,947.0,66.02
84118000AP0071,2.5,0.8,1.202,1953.0,998.0,48.9
84118000AP0074,1.6,0.8,1.23,4176.0,2458.0,41.14
84118000AP0124,2.1,0.8,1.145,6312.0,4077.0,35.41
84118000AR0055,2.2,0.8,1.0,1245.0,1095.0,12.05
84118000AR0071,2.5,0.8,1.355,5184.0,1607.0,69.0
84118000AR0249,2.3,0.8,1.252,1015.0,539.0,46.9
84118000AR0265,2.5,0.8,1.28,2098.0,995.0,52.57
84118000AR0269,2.5,0.8,1.289,864.0,333.0,61.46
84118000AS0085,2.5,0.8,1.092,1590.0,1087.0,31.64
84118000AS0131,1.4,0.8,1.177,6493.0,4132.0,36.36
84118000AS0364,2.1,0.8,1.104,5492.0,4181.0,23.87
84118000AW0130,2.3,0.8,1.388,665.0,175.0,73.68
84118000AW0714,2.1,0.8,1.343,1401.0,495.0,64.67
84118000AX0026,2.5,0.8,0.944,3732.0,3143.0,15.78
84118000AX0074,2.5,0.8,1.112,1800.0,1085.0,39.72
84118000AX0103,2.2,0.8,1.227,1186.0,709.0,40.22
84118000AX0186,2.5,0.8,0.961,3506.0,2796.0,20.25
84118000AX0198,2.5,0.8,1.104,916.0,641.0,30.02
84118000AY0134,2.0,0.8,1.26,217.0,109.0,49.77
84118000AY0244,1.3,0.8,1.224,1662.0,938.0,43.56
84118000AZ0203,1.5,0.8,1.252,20229.0,9942.0,50.85
84118000BC0109,2.1,0.8,1.272,1451.0,722.0,50.24
84118000BC0263,2.5,0.8,1.237,310.0,147.0,52.58
84119000AB0194,2.3,1.1,1.144,357.0,225.0,36.97
841210000A0160,1.3,0.8,1.074,6087.0,4580.0,24.76
841210000B0037,2.1,0.8,1.37,772.0,234.0,69.69
841210000B0117,2.3,1.2,1.404,1906.0,443.0,76.76
841210000B0357,2.5,0.8,1.332,5208.0,1576.0,69.74
841210000C0183,2.4,0.8,1.272,4978.0,2380.0,52.19
841220000A0038,2.3,1.0,1.203,932.0,539.0,42.17
841220000A0063,2.2,1.0,1.258,901.0,423.0,53.05
841220000A0098,2.3,0.8,1.028,1637.0,1218.0,25.6
841220000A0123,2.4,1.2,1.191,492.0,304.0,38.21
841220000A0126,2.1,1.2,1.209,921.0,517.0,43.87
841220000A0143,1.4,0.8,1.124,2555.0,1782.0,30.25
841220000A0218,2.1,1.2,1.278,2215.0,977.0,55.89
841220000A0222,2.5,1.0,1.069,704.0,477.0,32.24
841220000A0236,2.1,0.8,1.214,2841.0,1321.0,53.5
841220000A0288,2.1,1.2,1.178,2396.0,1263.0,47.29
841220000A0339,1.5,0.8,1.214,3949.0,2175.0,44.92
841220000A0390,2.4,1.0,1.201,4208.0,2419.0,42.51
841220000A0492,2.2,0.8,0.998,16734.0,14038.0,16.11
841220000A0507,2.4,1.2,0.979,771.0,616.0,20.1
841220000A0812,1.3,1.0,1.486,1954.0,69.0,96.47
841220000A0908,2.5,0.8,0.977,6666.0,5712.0,14.31
841220000A0981,1.7,1.2,1.215,4955.0,2495.0,49.65
841220000B0008,2.4,0.8,0.944,2880.0,2422.0,15.9
